Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_OP,Chrome 143.0.7499.170,,,06-01-2026 10:07:06,06-01-2026 10:07:57,50.981s,PASSED
,,,,,,,
Test Cases/OP/OP1.1,Chrome 143.0.7499.170,,,06-01-2026 10:07:32,06-01-2026 10:07:47,14.527s,PASSED
"callTestCase(findTestCase(""Login/LG-01""), [:], STOP_ON_FAILURE)",Chrome 143.0.7499.170,,,06-01-2026 10:07:32,06-01-2026 10:07:45,12.391s,PASSED
PAGELOAD_TIMEOUT = 300,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.000s,PASSED
WAIT_FIELD = 60,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
MAX_RELOAD_ATTEMPTS = 1,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
WAIT_AFTER_CLICK = 90,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
WAIT_TIMEOUT = 120,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
MEDIUM = 15,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.002s,PASSED
SHORT = 5,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
LONG = 30,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
try,Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.613s,PASSED
driver = getWebDriver(),Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:45,0.001s,PASSED
"bodyEl = driver.findElement(By.tagName(""body""))",Chrome 143.0.7499.170,,,06-01-2026 10:07:45,06-01-2026 10:07:46,0.241s,PASSED
actions = new org.openqa.selenium.interactions.Actions(driver),Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.012s,PASSED
targetX = 0,Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.000s,PASSED
targetY = 300,Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.000s,PASSED
"moveToElement(bodyEl, targetX, targetY).perform()",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.130s,PASSED
"comment(🖱️ Đã move Actions tới body offset (x=$targetX, y=$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.002s,PASSED
click().perform(),Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.012s,PASSED
"comment(✅ Đã click bằng Actions tại mép trái (x≈0), giữa màn hình (y≈$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.005s,PASSED
aAccount = new com.kms.katalon.core.testobject.TestObject(a_account),Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.001s,PASSED
"aAccount.addProperty(""xpath"", EQUALS, ""//a[@href='account']"")",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.001s,PASSED
"present = waitForElementPresent(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.235s,PASSED
"visible = waitForElementVisible(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.234s,PASSED
"clickable = waitForElementClickable(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.246s,PASSED
if (!(present && visible)),Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:46,0.001s,PASSED
if (clickable),Chrome 143.0.7499.170,,,06-01-2026 10:07:46,06-01-2026 10:07:47,0.340s,PASSED
,,,,,,,
Test Cases/OP/OP1.6,Chrome 143.0.7499.170,,,06-01-2026 10:07:47,06-01-2026 10:07:55,8.168s,PASSED
"verifyElementHasAttribute(findTestObject(""TO_address""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:47,06-01-2026 10:07:48,1.315s,PASSED
"verifyElementHasAttribute(findTestObject(""TO_email""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:48,06-01-2026 10:07:48,0.247s,PASSED
"verifyElementHasAttribute(findTestObject(""TO_full_name""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:48,06-01-2026 10:07:49,0.247s,PASSED
"verifyElementHasAttribute(findTestObject(""TO_phone_number""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:49,06-01-2026 10:07:49,0.234s,PASSED
"verifyElementHasAttribute(findTestObject(""TO_user_role""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:49,06-01-2026 10:07:55,6.025s,WARNING
,,,,,,,
Test Cases/OP/OP1.7,Chrome 143.0.7499.170,,,06-01-2026 10:07:55,06-01-2026 10:07:57,1.723s,PASSED
"scrollToElement(findTestObject(""TO_edit_details""), 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:55,06-01-2026 10:07:55,0.276s,PASSED
"click(findTestObject(""TO_edit_details""))",Chrome 143.0.7499.170,,,06-01-2026 10:07:55,06-01-2026 10:07:56,0.350s,PASSED
"verifyElementNotHasAttribute(findTestObject(""TO_full_name""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:56,06-01-2026 10:07:56,0.252s,PASSED
"verifyElementNotHasAttribute(findTestObject(""TO_address""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:56,06-01-2026 10:07:56,0.247s,PASSED
"verifyElementNotHasAttribute(findTestObject(""TO_phone_number""), ""disabled"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:56,06-01-2026 10:07:56,0.245s,PASSED
"verifyElementAttributeValue(findTestObject(""TO_edit_details""), ""aria-label"", ""Apply Changes"", 5)",Chrome 143.0.7499.170,,,06-01-2026 10:07:56,06-01-2026 10:07:57,0.248s,PASSED
