Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_OP,Chrome 143.0.7499.170,,,06-01-2026 09:07:43,06-01-2026 09:08:05,21.405s,PASSED
,,,,,,,
Test Cases/OP/OP1.1,Chrome 143.0.7499.170,,,06-01-2026 09:07:45,06-01-2026 09:08:04,19.226s,PASSED
"callTestCase(findTestCase(""Login/LG-01""), [:], STOP_ON_FAILURE)",Chrome 143.0.7499.170,,,06-01-2026 09:07:45,06-01-2026 09:08:02,16.661s,PASSED
PAGELOAD_TIMEOUT = 300,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
WAIT_FIELD = 60,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.002s,PASSED
MAX_RELOAD_ATTEMPTS = 1,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
WAIT_AFTER_CLICK = 90,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
WAIT_TIMEOUT = 120,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
MEDIUM = 15,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.002s,PASSED
SHORT = 5,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
LONG = 30,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:02,0.001s,PASSED
try,Chrome 143.0.7499.170,,,06-01-2026 09:08:02,06-01-2026 09:08:03,0.602s,PASSED
driver = getWebDriver(),Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.002s,PASSED
"bodyEl = driver.findElement(By.tagName(""body""))",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.244s,PASSED
actions = new org.openqa.selenium.interactions.Actions(driver),Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.010s,PASSED
targetX = 0,Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.001s,PASSED
targetY = 300,Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.001s,PASSED
"moveToElement(bodyEl, targetX, targetY).perform()",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.128s,PASSED
"comment(🖱️ Đã move Actions tới body offset (x=$targetX, y=$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.004s,PASSED
click().perform(),Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.012s,PASSED
"comment(✅ Đã click bằng Actions tại mép trái (x≈0), giữa màn hình (y≈$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.005s,PASSED
aAccount = new com.kms.katalon.core.testobject.TestObject(a_account),Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.002s,PASSED
"aAccount.addProperty(""xpath"", EQUALS, ""//a[@href='account']"")",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.001s,PASSED
"present = waitForElementPresent(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:03,0.247s,PASSED
"visible = waitForElementVisible(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 09:08:03,06-01-2026 09:08:04,0.237s,PASSED
"clickable = waitForElementClickable(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 09:08:04,06-01-2026 09:08:04,0.264s,PASSED
if (!(present && visible)),Chrome 143.0.7499.170,,,06-01-2026 09:08:04,06-01-2026 09:08:04,0.001s,PASSED
if (clickable),Chrome 143.0.7499.170,,,06-01-2026 09:08:04,06-01-2026 09:08:04,0.352s,PASSED
