Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Location,Chrome 144.0.7559.60,,,26-01-2026 14:11:30,26-01-2026 14:12:25,55.280s,PASSED
,,,,,,,
Test Cases/Location/TC.LOC.5,Chrome 144.0.7559.60,,,26-01-2026 14:11:31,26-01-2026 14:12:25,54.111s,PASSED
"openBrowser("""")",Chrome 144.0.7559.60,,,26-01-2026 14:11:31,26-01-2026 14:11:34,2.550s,PASSED
"navigateToUrl(""https://qa.engagement.magiqdev.cloud/organisation"")",Chrome 144.0.7559.60,,,26-01-2026 14:11:34,26-01-2026 14:11:35,0.867s,PASSED
"waitForElementClickable(findTestObject(""Location/btn_location""), 120)",Chrome 144.0.7559.60,,,26-01-2026 14:11:35,26-01-2026 14:11:41,6.066s,PASSED
"click(findTestObject(""Location/btn_location""))",Chrome 144.0.7559.60,,,26-01-2026 14:11:41,26-01-2026 14:11:41,0.426s,PASSED
"waitForElementClickable(findTestObject(""Location/btn_upload""), 120)",Chrome 144.0.7559.60,,,26-01-2026 14:11:41,26-01-2026 14:12:03,22.322s,PASSED
"click(findTestObject(""Location/btn_upload""))",Chrome 144.0.7559.60,,,26-01-2026 14:12:03,26-01-2026 14:12:05,1.192s,PASSED
"filePath = ""D:\Upload\BullerAreas.json""",Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.003s,PASSED
robot = new java.awt.Robot(),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.073s,PASSED
"getSystemClipboard().setContents(new java.awt.datatransfer.StringSelection(filePath), null)",Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.162s,PASSED
robot.keyPress(VK_CONTROL),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.060s,PASSED
robot.keyPress(VK_V),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.009s,PASSED
robot.keyRelease(VK_V),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.007s,PASSED
robot.keyRelease(VK_CONTROL),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.012s,PASSED
robot.keyPress(VK_ENTER),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.007s,PASSED
robot.keyRelease(VK_ENTER),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:05,0.008s,PASSED
delay(10),Chrome 144.0.7559.60,,,26-01-2026 14:12:05,26-01-2026 14:12:15,10.089s,PASSED
"waitForElementPresent(findTestObject(""Location/btn_update""), 120)",Chrome 144.0.7559.60,,,26-01-2026 14:12:15,26-01-2026 14:12:15,0.254s,PASSED
"click(findTestObject(""Location/btn_update""))",Chrome 144.0.7559.60,,,26-01-2026 14:12:15,26-01-2026 14:12:16,0.331s,PASSED
"waitForElementPresent(findTestObject(""Location/h4_message""), 120)",Chrome 144.0.7559.60,,,26-01-2026 14:12:16,26-01-2026 14:12:25,9.150s,PASSED
"waitForElementClickable(findTestObject(""Location/btn_OK""), 120)",Chrome 144.0.7559.60,,,26-01-2026 14:12:25,26-01-2026 14:12:25,0.278s,PASSED
