Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Login,,,,02-01-2026 14:46:29,02-01-2026 14:46:30,1.562s,SKIPPED
,,,,,,,
Test Cases/Login/LG-01,,,,02-01-2026 14:46:30,02-01-2026 14:46:30,0.004s,SKIPPED
,,,,,,,
Test Cases/Login/LO-01,,,,02-01-2026 14:46:30,02-01-2026 14:46:30,0.002s,SKIPPED
,,,,,,,
Test Cases/Login/LG-02,,,,02-01-2026 14:46:30,02-01-2026 14:46:30,0.004s,SKIPPED
,,,,,,,
Test Cases/Login/LG-03,,,,02-01-2026 14:46:30,02-01-2026 14:46:30,0.004s,SKIPPED
