Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_LGG,Chrome 143.0.7499.170,,,02-01-2026 14:58:29,02-01-2026 14:59:53,1m - 24.084s,PASSED
,,,,,,,
Test Cases/LGG/LG-01,Chrome 143.0.7499.170,,,02-01-2026 14:58:31,02-01-2026 14:58:41,10.557s,PASSED
LOCAL_PAGELOAD = 300,Chrome 143.0.7499.170,,,02-01-2026 14:58:31,02-01-2026 14:58:31,0.004s,PASSED
WAIT_ELEMENT_BEFORE_RELOAD = 120,Chrome 143.0.7499.170,,,02-01-2026 14:58:31,02-01-2026 14:58:31,0.003s,PASSED
MAX_RELOAD_ATTEMPTS = 5,Chrome 143.0.7499.170,,,02-01-2026 14:58:31,02-01-2026 14:58:31,0.003s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,02-01-2026 14:58:31,02-01-2026 14:58:36,4.630s,PASSED
maximizeWindow(),Chrome 143.0.7499.170,,,02-01-2026 14:58:36,02-01-2026 14:58:36,0.101s,PASSED
"navigateToUrl(""https://qa.engagement.magiqdev.cloud/login"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:36,02-01-2026 14:58:36,0.176s,PASSED
waitForPageLoad(LOCAL_PAGELOAD),Chrome 143.0.7499.170,,,02-01-2026 14:58:36,02-01-2026 14:58:37,1.464s,PASSED
spanContinueAsGuest = new com.kms.katalon.core.testobject.TestObject(span_continue_as_guest),Chrome 143.0.7499.170,,,02-01-2026 14:58:37,02-01-2026 14:58:37,0.018s,PASSED
"spanContinueAsGuest.addProperty(""css"", EQUALS, ""span.mdc-button__label"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:37,02-01-2026 14:58:37,0.016s,PASSED
"spanContinueAsGuest.addProperty(""xpath"", EQUALS, ""//*[self::span and contains(concat(' ', normalize-space(@class), ' '), ' mdc-button__label ') and normalize-space(text())='Continue as Guest']"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:37,02-01-2026 14:58:37,0.002s,PASSED
