Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Interest,Chrome 144.0.7559.98,,,29-01-2026 15:23:49,29-01-2026 15:24:39,49.894s,PASSED
,,,,,,,
Test Cases/Interests/TC_INT_07,Chrome 144.0.7559.98,,,29-01-2026 15:23:51,29-01-2026 15:24:39,48.049s,PASSED
"openBrowser("""")",Chrome 144.0.7559.98,,,29-01-2026 15:23:52,29-01-2026 15:23:55,3.198s,PASSED
"navigateToUrl(""https://qa.engagement.magiqdev.cloud/organisation"")",Chrome 144.0.7559.98,,,29-01-2026 15:23:55,29-01-2026 15:23:57,2.456s,PASSED
"waitForElementClickable(findTestObject(""Interest/btn_interest""), 120)",Chrome 144.0.7559.98,,,29-01-2026 15:23:57,29-01-2026 15:24:17,19.764s,PASSED
"click(findTestObject(""Interest/btn_interest""))",Chrome 144.0.7559.98,,,29-01-2026 15:24:17,29-01-2026 15:24:17,0.459s,PASSED
"waitForElementClickable(findTestObject(""Location/btn_upload""), 120)",Chrome 144.0.7559.98,,,29-01-2026 15:24:17,29-01-2026 15:24:39,21.101s,PASSED
"click(findTestObject(""Location/btn_upload""))",Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.331s,PASSED
"filePath = ""D:\Upload\interest.txt""",Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.002s,PASSED
robot = new java.awt.Robot(),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.081s,PASSED
"getSystemClipboard().setContents(new java.awt.datatransfer.StringSelection(filePath), null)",Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.142s,PASSED
robot.keyPress(VK_CONTROL),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.109s,PASSED
robot.keyPress(VK_V),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.006s,PASSED
robot.keyRelease(VK_V),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.010s,PASSED
robot.keyRelease(VK_CONTROL),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.007s,PASSED
robot.keyPress(VK_ENTER),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.005s,PASSED
robot.keyRelease(VK_ENTER),Chrome 144.0.7559.98,,,29-01-2026 15:24:39,29-01-2026 15:24:39,0.002s,PASSED
