Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC_CO,Chrome 143.0.7499.170,,,06-01-2026 11:47:53,06-01-2026 11:48:58,1m - 5.583s,PASSED
,,,,,,,
Test Cases/CO/TC1.1,Chrome 143.0.7499.170,,,06-01-2026 11:48:19,06-01-2026 11:48:36,17.154s,PASSED
"callTestCase(findTestCase(""Login/LG-01""), [:], STOP_ON_FAILURE)",Chrome 143.0.7499.170,,,06-01-2026 11:48:19,06-01-2026 11:48:32,12.817s,PASSED
PAGELOAD_TIMEOUT = 300,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
WAIT_FIELD = 60,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
MAX_RELOAD_ATTEMPTS = 1,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
WAIT_AFTER_CLICK = 90,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
WAIT_TIMEOUT = 120,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
MEDIUM = 15,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.002s,PASSED
SHORT = 5,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
LONG = 30,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:32,0.001s,PASSED
try,Chrome 143.0.7499.170,,,06-01-2026 11:48:32,06-01-2026 11:48:33,0.610s,PASSED
driver = getWebDriver(),Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.002s,PASSED
"bodyEl = driver.findElement(By.tagName(""body""))",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.241s,PASSED
actions = new org.openqa.selenium.interactions.Actions(driver),Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.014s,PASSED
targetX = 0,Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.002s,PASSED
targetY = 300,Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.001s,PASSED
"moveToElement(bodyEl, targetX, targetY).perform()",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.144s,PASSED
"comment(🖱️ Đã move Actions tới body offset (x=$targetX, y=$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.004s,PASSED
click().perform(),Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.010s,PASSED
"comment(✅ Đã click bằng Actions tại mép trái (x≈0), giữa màn hình (y≈$targetY).)",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.004s,PASSED
aAccount = new com.kms.katalon.core.testobject.TestObject(a_account),Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.002s,PASSED
"aAccount.addProperty(""xpath"", EQUALS, ""//a[@href='organisation']"")",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.001s,PASSED
"present = waitForElementPresent(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:33,0.251s,PASSED
"visible = waitForElementVisible(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 11:48:33,06-01-2026 11:48:34,0.236s,PASSED
"clickable = waitForElementClickable(aAccount, WAIT_TIMEOUT, OPTIONAL)",Chrome 143.0.7499.170,,,06-01-2026 11:48:34,06-01-2026 11:48:34,0.244s,PASSED
if (!(present && visible)),Chrome 143.0.7499.170,,,06-01-2026 11:48:34,06-01-2026 11:48:34,0.000s,PASSED
if (clickable),Chrome 143.0.7499.170,,,06-01-2026 11:48:34,06-01-2026 11:48:34,0.434s,PASSED
"click(findTestObject(""CO/btt_change_org""))",Chrome 143.0.7499.170,,,06-01-2026 11:48:34,06-01-2026 11:48:36,1.614s,PASSED
"waitForElementVisible(findTestObject(""CO/modal_org""), 30)",Chrome 143.0.7499.170,,,06-01-2026 11:48:36,06-01-2026 11:48:36,0.467s,PASSED
,,,,,,,
Test Cases/CO/TC1.2,Chrome 143.0.7499.170,,,06-01-2026 11:48:50,06-01-2026 11:48:58,7.753s,PASSED
"waitForElementVisible(findTestObject(""CO/input_search""), 10)",Chrome 143.0.7499.170,,,06-01-2026 11:48:50,06-01-2026 11:48:50,0.249s,PASSED
"setText(findTestObject(""CO/input_search""), ""Magiq Software"")",Chrome 143.0.7499.170,,,06-01-2026 11:48:50,06-01-2026 11:48:51,0.991s,PASSED
"sendKeys(findTestObject(""CO/input_search""), ""Keys.chord(Keys.ENTER)"")",Chrome 143.0.7499.170,,,06-01-2026 11:48:51,06-01-2026 11:48:52,0.914s,PASSED
"verifyElementPresent(findTestObject(""CO/h6_magiq""), 10)",Chrome 143.0.7499.170,,,06-01-2026 11:48:52,06-01-2026 11:48:53,0.238s,PASSED
"verifyElementNotPresent(findTestObject(""CO/h6_not_magiq""), 10)",Chrome 143.0.7499.170,,,06-01-2026 11:48:53,06-01-2026 11:48:58,5.351s,PASSED
