Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Location,Chrome 143.0.7499.170,,,06-01-2026 16:54:04,06-01-2026 16:54:35,30.875s,PASSED
,,,,,,,
Test Cases/Location/TC.LOC.5,Chrome 143.0.7499.170,,,06-01-2026 16:54:05,06-01-2026 16:54:34,28.920s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,06-01-2026 16:54:05,06-01-2026 16:54:07,2.238s,PASSED
"navigateToUrl(""https://qa.engagement.magiqdev.cloud/organisation"")",Chrome 143.0.7499.170,,,06-01-2026 16:54:07,06-01-2026 16:54:07,0.167s,PASSED
"click(findTestObject(""Location/btn_location""))",Chrome 143.0.7499.170,,,06-01-2026 16:54:07,06-01-2026 16:54:15,7.143s,PASSED
"click(findTestObject(""Location/btn_upload""))",Chrome 143.0.7499.170,,,06-01-2026 16:54:15,06-01-2026 16:54:33,18.839s,PASSED
"filePath = ""C:\Users\CongDo\Documents\testfile.pdf""",Chrome 143.0.7499.170,,,06-01-2026 16:54:33,06-01-2026 16:54:33,0.003s,PASSED
robot = new java.awt.Robot(),Chrome 143.0.7499.170,,,06-01-2026 16:54:33,06-01-2026 16:54:33,0.072s,PASSED
"getSystemClipboard().setContents(new java.awt.datatransfer.StringSelection(filePath), null)",Chrome 143.0.7499.170,,,06-01-2026 16:54:33,06-01-2026 16:54:34,0.132s,PASSED
robot.keyPress(VK_CONTROL),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.050s,PASSED
robot.keyPress(VK_V),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.004s,PASSED
robot.keyRelease(VK_V),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.008s,PASSED
robot.keyRelease(VK_CONTROL),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.005s,PASSED
robot.keyPress(VK_ENTER),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.007s,PASSED
robot.keyRelease(VK_ENTER),Chrome 143.0.7499.170,,,06-01-2026 16:54:34,06-01-2026 16:54:34,0.004s,PASSED
