Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_FP,Chrome 143.0.7499.170,,,02-01-2026 14:57:56,02-01-2026 14:58:23,26.714s,PASSED
,,,,,,,
Test Cases/FP/FP-01,Chrome 143.0.7499.170,,,02-01-2026 14:57:58,02-01-2026 14:58:16,18.413s,PASSED
LOCAL_PAGELOAD = 300,Chrome 143.0.7499.170,,,02-01-2026 14:57:58,02-01-2026 14:57:58,0.004s,PASSED
WAIT_ELEMENT_BEFORE_RELOAD = 120,Chrome 143.0.7499.170,,,02-01-2026 14:57:58,02-01-2026 14:57:58,0.004s,PASSED
MAX_RELOAD_ATTEMPTS = 2,Chrome 143.0.7499.170,,,02-01-2026 14:57:58,02-01-2026 14:57:58,0.003s,PASSED
"openBrowser("""")",Chrome 143.0.7499.170,,,02-01-2026 14:57:58,02-01-2026 14:58:02,4.330s,PASSED
maximizeWindow(),Chrome 143.0.7499.170,,,02-01-2026 14:58:02,02-01-2026 14:58:02,0.079s,PASSED
"navigateToUrl(""https://qa.engagement.magiqdev.cloud/login"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:02,02-01-2026 14:58:03,0.134s,PASSED
waitForPageLoad(LOCAL_PAGELOAD),Chrome 143.0.7499.170,,,02-01-2026 14:58:03,02-01-2026 14:58:04,1.036s,PASSED
forgotPasswordLink = new com.kms.katalon.core.testobject.TestObject(forgotPasswordLink),Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.031s,PASSED
"forgotPasswordLink.addProperty(""xpath"", EQUALS, ""//a[normalize-space(.)='Forgot Password?'] | //button[normalize-space(.)='Forgot Password?'] | //a[.//span[normalize-space(.)='Forgot Password?']]"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.018s,PASSED
h2ForgotPassword = new com.kms.katalon.core.testobject.TestObject(h2ForgotPassword),Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.004s,PASSED
"h2ForgotPassword.addProperty(""xpath"", EQUALS, ""//h2[normalize-space(.)='Forgot Password']"")",Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.005s,PASSED
forgotVisible = false,Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.003s,PASSED
attempts = 0,Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:04,0.003s,PASSED
while (attempts <= MAX_RELOAD_ATTEMPTS),Chrome 143.0.7499.170,,,02-01-2026 14:58:04,02-01-2026 14:58:15,10.951s,PASSED
if (!(forgotVisible)),Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:15,0.002s,PASSED
"clickable = waitForElementClickable(forgotPasswordLink, 20, OPTIONAL)",Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:15,0.320s,PASSED
if (!(clickable)),Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:15,0.002s,PASSED
if (!(clickable)),Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:15,0.002s,PASSED
click(forgotPasswordLink),Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:15,0.384s,PASSED
"h2Visible = waitForElementVisible(h2ForgotPassword, 60, OPTIONAL)",Chrome 143.0.7499.170,,,02-01-2026 14:58:15,02-01-2026 14:58:16,0.478s,PASSED
